magic,pos_id,session,symbol,direction,volume,open_time_utc,open_hour_utc,close_time_utc,open_price,close_price,profit,dst_state,ny_intended_setting
28260332.0,962780976,LONDON,XAUUSD+,BUY,0.05,2026-03-11 09:35:00,9,2026-03-11 09:36:05,5202.39,5202.73,1.7,US_EDT_Only,17-21
28260312.0,962791513,LONDON,XAUUSD+,BUY,0.05,2026-03-11 09:37:00,9,2026-03-11 09:39:48,5202.41,5202.74,1.65,US_EDT_Only,17-21
28260322.0,962891625,LONDON,XAUUSD+,SELL,0.05,2026-03-11 10:01:00,10,2026-03-11 10:02:34,5198.63,5198.08,2.75,US_EDT_Only,17-21
28260332.0,962910315,LONDON,XAUUSD+,SELL,0.05,2026-03-11 10:05:00,10,2026-03-11 10:05:12,5200.28,5199.78,2.5,US_EDT_Only,17-21
28260322.0,962940509,LONDON,XAUUSD+,BUY,0.05,2026-03-11 10:12:00,10,2026-03-11 10:12:28,5197.31,5197.93,3.1,US_EDT_Only,17-21
28260332.0,962942020,LONDON,XAUUSD+,BUY,0.05,2026-03-11 10:13:00,10,2026-03-11 10:13:57,5197.7,5198.19,2.45,US_EDT_Only,17-21
28260322.0,962950182,LONDON,XAUUSD+,SELL,0.05,2026-03-11 10:15:28,10,2026-03-11 10:16:26,5199.42,5198.94,2.4,US_EDT_Only,17-21
28260332.0,962959468,LONDON,XAUUSD+,BUY,0.05,2026-03-11 10:18:00,10,2026-03-11 10:18:05,5196.74,5197.39,3.25,US_EDT_Only,17-21
28260322.0,963108729,LONDON,XAUUSD+,SELL,0.05,2026-03-11 10:50:00,10,2026-03-11 10:50:04,5194.72,5194.04,3.4,US_EDT_Only,17-21
28260332.0,963116151,LONDON,XAUUSD+,SELL,0.05,2026-03-11 10:51:00,10,2026-03-11 10:53:21,5196.58,5196.01,2.85,US_EDT_Only,17-21
28260312.0,963127793,LONDON,XAUUSD+,SELL,0.05,2026-03-11 10:54:00,10,2026-03-11 10:54:26,5195.67,5195.61,0.3,US_EDT_Only,17-21
28260322.0,963158600,LONDON,XAUUSD+,BUY,0.05,2026-03-11 11:02:00,11,2026-03-11 11:03:00,5189.28,5189.7,2.1,US_EDT_Only,17-21
28260332.0,963158597,LONDON,XAUUSD+,BUY,0.05,2026-03-11 11:02:00,11,2026-03-11 11:03:00,5189.28,5189.7,2.1,US_EDT_Only,17-21
28260312.0,963158599,LONDON,XAUUSD+,BUY,0.05,2026-03-11 11:02:00,11,2026-03-11 11:03:00,5189.28,5189.7,2.1,US_EDT_Only,17-21
28260332.0,963180778,LONDON,XAUUSD+,SELL,0.05,2026-03-11 11:06:00,11,2026-03-11 11:06:25,5196.27,5195.69,2.9,US_EDT_Only,17-21
28260322.0,963180779,LONDON,XAUUSD+,SELL,0.05,2026-03-11 11:06:00,11,2026-03-11 11:06:25,5196.27,5195.69,2.9,US_EDT_Only,17-21
28260312.0,963191834,LONDON,XAUUSD+,SELL,0.05,2026-03-11 11:09:00,11,2026-03-11 11:09:06,5196.45,5195.74,3.55,US_EDT_Only,17-21
28260322.0,963230740,LONDON,XAUUSD+,BUY,0.05,2026-03-11 11:18:00,11,2026-03-11 11:22:34,5192.62,5191.53,-5.45,US_EDT_Only,17-21
28260332.0,963234962,LONDON,XAUUSD+,BUY,0.05,2026-03-11 11:19:00,11,2026-03-11 11:22:33,5192.41,5191.27,-5.7,US_EDT_Only,17-21
28260312.0,963234963,LONDON,XAUUSD+,BUY,0.05,2026-03-11 11:19:00,11,2026-03-11 11:22:33,5192.41,5191.27,-5.7,US_EDT_Only,17-21
28260312.0,963244045,LONDON,XAUUSD+,BUY,0.05,2026-03-11 11:20:52,11,2026-03-11 11:22:33,5189.2,5191.27,10.35,US_EDT_Only,17-21
28260332.0,963244042,LONDON,XAUUSD+,BUY,0.05,2026-03-11 11:20:52,11,2026-03-11 11:22:33,5189.2,5191.27,10.35,US_EDT_Only,17-21
28260322.0,963243961,LONDON,XAUUSD+,BUY,0.05,2026-03-11 11:20:52,11,2026-03-11 11:22:34,5189.5,5191.53,10.15,US_EDT_Only,17-21
28260322.0,963403170,LONDON,XAUUSD+,SELL,0.05,2026-03-11 11:51:00,11,2026-03-11 11:54:23,5186.24,5185.71,2.65,US_EDT_Only,17-21
28260332.0,963409905,LONDON,XAUUSD+,SELL,0.05,2026-03-11 11:53:00,11,2026-03-11 11:53:56,5187.44,5186.88,2.8,US_EDT_Only,17-21
28260313.0,965553833,NY,XAUUSD+,BUY,0.05,2026-03-11 17:43:03,17,2026-03-11 17:43:35,5178.37,5178.83,2.3,US_EDT_Only,17-21
28260313.0,965610677,NY,XAUUSD+,SELL,0.05,2026-03-11 17:50:00,17,2026-03-11 17:51:51,5189.06,5190.95,-9.45,US_EDT_Only,17-21
28260323.0,965610679,NY,XAUUSD+,SELL,0.05,2026-03-11 17:50:00,17,2026-03-11 17:51:51,5189.06,5190.95,-9.45,US_EDT_Only,17-21
28260333.0,965620523,NY,XAUUSD+,SELL,0.05,2026-03-11 17:51:00,17,2026-03-11 17:51:41,5193.02,5192.43,2.95,US_EDT_Only,17-21
28260323.0,965621410,NY,XAUUSD+,SELL,0.05,2026-03-11 17:51:02,17,2026-03-11 17:51:51,5193.53,5190.95,12.9,US_EDT_Only,17-21
28260313.0,965621411,NY,XAUUSD+,SELL,0.05,2026-03-11 17:51:02,17,2026-03-11 17:51:51,5193.53,5190.95,12.9,US_EDT_Only,17-21
28260323.0,965679098,NY,XAUUSD+,BUY,0.05,2026-03-11 18:00:00,18,2026-03-11 18:00:01,5183.96,5184.69,3.65,US_EDT_Only,17-21
28260333.0,965689600,NY,XAUUSD+,BUY,0.05,2026-03-11 18:01:00,18,2026-03-11 18:01:00,5183.33,5183.78,2.25,US_EDT_Only,17-21
28260313.0,965698518,NY,XAUUSD+,BUY,0.05,2026-03-11 18:02:00,18,2026-03-11 18:02:01,5180.94,5181.74,4.0,US_EDT_Only,17-21
28260323.0,965865684,NY,XAUUSD+,SELL,0.05,2026-03-11 18:25:00,18,2026-03-11 18:27:08,5178.47,5177.72,3.75,US_EDT_Only,17-21
28260323.0,966026878,NY,XAUUSD+,SELL,0.05,2026-03-11 18:52:00,18,2026-03-11 18:54:05,5173.29,5172.56,3.65,US_EDT_Only,17-21
28260333.0,966036000,NY,XAUUSD+,SELL,0.05,2026-03-11 18:54:00,18,2026-03-11 18:54:06,5172.86,5172.13,3.65,US_EDT_Only,17-21
28260333.0,966049586,NY,XAUUSD+,BUY,0.05,2026-03-11 18:57:06,18,2026-03-11 18:57:20,5170.44,5171.03,2.95,US_EDT_Only,17-21
28260323.0,966052393,NY,XAUUSD+,BUY,0.05,2026-03-11 18:58:00,18,2026-03-11 18:58:08,5170.56,5171.08,2.6,US_EDT_Only,17-21
28260323.0,966146485,NY,XAUUSD+,SELL,0.05,2026-03-11 19:14:00,19,2026-03-11 19:15:54,5170.48,5169.94,2.7,US_EDT_Only,17-21
28260333.0,966151394,NY,XAUUSD+,SELL,0.05,2026-03-11 19:15:00,19,2026-03-11 19:15:25,5172.51,5171.99,2.6,US_EDT_Only,17-21
28260333.0,966171320,NY,XAUUSD+,SELL,0.05,2026-03-11 19:19:00,19,2026-03-11 19:19:06,5169.29,5168.73,2.8,US_EDT_Only,17-21
28260323.0,966175192,NY,XAUUSD+,BUY,0.05,2026-03-11 19:20:00,19,2026-03-11 19:20:10,5167.64,5168.15,2.55,US_EDT_Only,17-21
28260323.0,966197352,NY,XAUUSD+,SELL,0.05,2026-03-11 19:25:00,19,2026-03-11 19:26:08,5169.1,5168.58,2.6,US_EDT_Only,17-21
28260333.0,966200588,NY,XAUUSD+,SELL,0.05,2026-03-11 19:26:00,19,2026-03-11 19:26:05,5169.21,5168.73,2.4,US_EDT_Only,17-21
28260323.0,966229120,NY,XAUUSD+,SELL,0.05,2026-03-11 19:32:00,19,2026-03-11 19:36:35,5169.36,5170.41,-5.25,US_EDT_Only,17-21
28260333.0,966234360,NY,XAUUSD+,SELL,0.05,2026-03-11 19:33:00,19,2026-03-11 19:33:23,5171.44,5170.78,3.3,US_EDT_Only,17-21
28260313.0,966239398,NY,XAUUSD+,SELL,0.05,2026-03-11 19:34:00,19,2026-03-11 19:35:08,5171.49,5171.0,2.45,US_EDT_Only,17-21
28260323.0,966240147,NY,XAUUSD+,SELL,0.05,2026-03-11 19:34:06,19,2026-03-11 19:36:35,5172.03,5170.41,8.1,US_EDT_Only,17-21
28260323.0,966320552,NY,XAUUSD+,BUY,0.05,2026-03-11 19:52:00,19,2026-03-11 19:54:27,5172.75,5173.36,3.05,US_EDT_Only,17-21
28260323.0,966341902,NY,XAUUSD+,SELL,0.05,2026-03-11 19:58:00,19,2026-03-11 20:00:08,5174.69,5175.37,-3.4,US_EDT_Only,17-21
28260323.0,966346635,NY,XAUUSD+,SELL,0.05,2026-03-11 19:59:20,19,2026-03-11 20:00:08,5176.84,5175.37,7.35,US_EDT_Only,17-21
28260323.0,966414263,NY,XAUUSD+,BUY,0.05,2026-03-11 20:15:00,20,2026-03-11 20:15:16,5176.0,5176.38,1.9,US_EDT_Only,17-21
28260323.0,966428265,NY,XAUUSD+,BUY,0.05,2026-03-11 20:18:16,20,2026-03-11 20:21:43,5173.38,5172.5,-4.4,US_EDT_Only,17-21
28260333.0,966433141,NY,XAUUSD+,BUY,0.05,2026-03-11 20:19:00,20,2026-03-11 20:19:03,5171.47,5171.93,2.3,US_EDT_Only,17-21
28260323.0,966436054,NY,XAUUSD+,BUY,0.05,2026-03-11 20:19:33,20,2026-03-11 20:21:43,5171.01,5172.5,7.45,US_EDT_Only,17-21
28260313.0,966439109,NY,XAUUSD+,BUY,0.05,2026-03-11 20:20:00,20,2026-03-11 20:20:01,5171.38,5171.83,2.25,US_EDT_Only,17-21
28260323.0,966612988,NY,XAUUSD+,SELL,0.05,2026-03-11 20:51:00,20,2026-03-11 20:51:57,5167.66,5166.86,4.0,US_EDT_Only,17-21
28260333.0,966622217,NY,XAUUSD+,SELL,0.05,2026-03-11 20:54:00,20,2026-03-11 20:55:01,5166.7,5165.87,4.15,US_EDT_Only,17-21
28260333.0,966797865,NY,XAUUSD+,BUY,0.05,2026-03-11 21:53:00,21,2026-03-12 01:56:25,5177.03,5146.86,-150.85,US_EDT_Only,17-21
28260333.0,966798431,NY,XAUUSD+,BUY,0.05,2026-03-11 21:53:13,21,2026-03-12 01:56:26,5175.99,5145.88,-150.55,US_EDT_Only,17-21
28260321.0,967466279,ASIA,XAUUSD+,SELL,0.05,2026-03-12 02:14:00,2,2026-03-12 02:14:07,5153.53,5152.23,6.5,US_EDT_Only,17-21
28260331.0,967474460,ASIA,XAUUSD+,SELL,0.05,2026-03-12 02:17:00,2,2026-03-12 02:20:15,5153.85,5153.56,1.45,US_EDT_Only,17-21
28260311.0,967505281,ASIA,XAUUSD+,SELL,0.05,2026-03-12 02:28:00,2,2026-03-12 02:28:01,5156.1,5155.56,2.7,US_EDT_Only,17-21
28260311.0,967529084,ASIA,XAUUSD+,BUY,0.05,2026-03-12 02:35:00,2,2026-03-12 02:37:20,5150.55,5151.46,4.55,US_EDT_Only,17-21
28260321.0,967529085,ASIA,XAUUSD+,BUY,0.05,2026-03-12 02:35:00,2,2026-03-12 02:37:20,5150.55,5151.46,4.55,US_EDT_Only,17-21
28260331.0,967537507,ASIA,XAUUSD+,BUY,0.05,2026-03-12 02:36:00,2,2026-03-12 02:36:36,5149.72,5150.03,1.55,US_EDT_Only,17-21
28260321.0,967727908,ASIA,XAUUSD+,SELL,0.05,2026-03-12 03:13:00,3,2026-03-12 03:13:10,5140.44,5140.0,2.2,US_EDT_Only,17-21
28260331.0,967734728,ASIA,XAUUSD+,SELL,0.05,2026-03-12 03:15:00,3,2026-03-12 03:28:03,5138.86,5156.59,-88.65,US_EDT_Only,17-21
28260311.0,967759445,ASIA,XAUUSD+,SELL,0.05,2026-03-12 03:21:00,3,2026-03-12 03:21:11,5143.66,5143.09,2.85,US_EDT_Only,17-21
28260321.0,967877069,ASIA,XAUUSD+,BUY,0.05,2026-03-12 03:49:00,3,2026-03-12 03:49:28,5151.25,5152.76,7.55,US_EDT_Only,17-21
28260321.0,967905556,ASIA,XAUUSD+,BUY,0.05,2026-03-12 04:00:00,4,2026-03-12 04:00:04,5153.13,5154.51,6.9,US_EDT_Only,17-21
28260321.0,967972097,ASIA,XAUUSD+,BUY,0.05,2026-03-12 04:09:00,4,2026-03-12 04:09:02,5154.86,5155.9,5.2,US_EDT_Only,17-21
28260321.0,967994495,ASIA,XAUUSD+,SELL,0.05,2026-03-12 04:15:00,4,2026-03-12 04:15:12,5157.22,5156.09,5.65,US_EDT_Only,17-21
28260331.0,968001869,ASIA,XAUUSD+,BUY,0.05,2026-03-12 04:16:00,4,2026-03-12 04:16:15,5154.57,5154.68,0.55,US_EDT_Only,17-21
