mfe_points,actual_pnl_points,capture_pct,actual_pnl_dollars
697.9999999999563,36.0,5.157593123209492,0.36000000000000004
757.0000000000618,68.0,8.982826948480112,0.68
754.0000000000873,38.00000000000001,5.039787798407906,0.38000000000000006
1159.0000000000146,19.0,1.6393442622950611,0.19
775.0,32.0,4.129032258064516,0.32
2619.999999999982,46.00000000000001,1.7557251908397071,0.4600000000000001
118.0000000000291,53.0,44.91525423727706,0.53
365.99999999998545,74.0,20.218579234973483,0.74
2252.0000000000437,67.0,2.9751332149200134,0.67
94.99999999998181,49.00000000000001,51.57894736843094,0.49000000000000005
3022.0000000000255,48.00000000000001,1.588352084712098,0.4800000000000001
246.00000000000364,84.99999999999999,34.55284552845477,0.8499999999999999
222.00000000002547,51.0,22.972972972970336,0.51
36.999999999989086,-125.00000000000001,-337.83783783793757,-1.2500000000000002
304.99999999992724,143.0,46.88524590165053,1.43
259.00000000001455,51.99999999999999,20.077220077218946,0.5199999999999999
107.99999999999272,69.0,63.88888888889319,0.69
442.99999999993815,38.00000000000001,8.577878103838671,0.38000000000000006
839.0000000000327,52.0,6.197854588795944,0.52
755.0000000000182,39.0,5.16556291390716,0.39
529.9999999999272,29.000000000000004,5.471698113208299,0.29000000000000004
676.9999999999527,47.0,6.942392909897088,0.47000000000000003
2513.999999999942,31.000000000000004,1.2330946698488752,0.31000000000000005
137.00000000008004,51.0,37.22627737224102,0.51
942.0000000000073,62.0,6.581740976645384,0.62
485.0000000000364,78.99999999999999,16.28865979381321,0.7899999999999999
482.00000000006185,-157.0,-32.57261410787964,-1.57
2052.0000000000437,82.0,3.9961013645223322,0.82
285.99999999996726,46.00000000000001,16.08391608391793,0.4600000000000001
265.99999999998545,53.0,19.92481203007628,0.53
1542.9999999999382,123.99999999999997,8.036292935839594,1.2399999999999998
246.00000000000364,84.99999999999999,34.55284552845477,0.8499999999999999
181.9999999999709,38.00000000000001,20.879120879124223,0.38000000000000006
1559.0000000000146,144.99999999999997,9.300833867863927,1.4499999999999997
1371.0000000000036,131.99999999999997,9.628008752735202,1.3199999999999998
1563.000000000011,97.99999999999999,6.2699936020472995,0.9799999999999999
565.9999999999854,106.99999999999999,18.904593639576454,1.0699999999999998
359.00000000001455,60.0,16.713091922004892,0.6
1590.9999999999854,117.99999999999999,7.416719044626088,1.18
201.00000000002183,46.00000000000001,22.885572139301,0.4600000000000001
282.9999999999927,87.99999999999999,31.09540636042482,0.8799999999999999
555.0000000000182,-70.0,-12.612612612612198,-0.7
790.9999999999854,165.99999999999997,20.986093552465615,1.6599999999999997
757.0000000000618,68.0,8.982826948480112,0.68
754.0000000000873,38.00000000000001,5.039787798407906,0.38000000000000006
636.9999999999891,22.000000000000004,3.4536891679749417,0.22000000000000003
676.9999999999527,47.0,6.942392909897088,0.47000000000000003
2619.999999999982,46.00000000000001,1.7557251908397071,0.4600000000000001
118.0000000000291,53.0,44.91525423727706,0.53
770.0000000000728,65.0,8.441558441557644,0.65
2570.0000000000728,86.99999999999999,3.3852140077820043,0.8699999999999999
285.99999999996726,46.00000000000001,16.08391608391793,0.4600000000000001
360.99999999996726,77.0,21.32963988919861,0.77
1575.0,23.000000000000004,1.4603174603174607,0.23000000000000004
328.99999999999636,25.000000000000004,7.598784194528961,0.25000000000000006
0.0,-1779.0000000000002,0.0,-17.790000000000003
1835.0000000000364,5.0,0.27247956403269213,0.05
436.9999999999891,33.0,7.551487414187831,0.33
1773.0000000000473,86.99999999999999,4.906937394246907,0.8699999999999999
175.0,45.0,25.71428571428571,0.45
52.999999999974534,-75.0,-141.50943396233217,-0.75
306.9999999999709,178.99999999999997,58.30618892508696,1.7899999999999998
