outcome,pnl_dollars,exit_time_seconds,max_mfe_dollars,max_mae_dollars,pos_id,strategy,tp_setting,time_limit,actual_pl_norm
TIME_EXIT,0.15860000000000582,1740,0.17915000000000875,0.01944999999999709,967505281,MH,0.4,29,0.4800000000000001
TIME_EXIT,-0.20180000000000292,1740,0.025399999999999638,0.24579999999999927,967529084,MH,0.4,29,0.8499999999999999
TIME_EXIT,-0.09335000000000036,1740,0.02139999999999418,0.18,967759445,MH,0.4,29,0.51
TIME_EXIT,-0.120649999999996,1740,0.004399999999995998,0.19704999999999928,968293891,MH,0.4,29,-1.2500000000000002
TIME_EXIT,-0.09645000000000437,1740,0.031199999999989816,0.17025000000000545,968304346,MH,0.4,29,1.43
TIME_EXIT,-0.020600000000004,1740,0.026549999999997454,0.10385000000000219,968339583,MH,0.4,29,0.5199999999999999
TIME_EXIT,-0.01869999999999891,1740,0.007700000000004366,0.052399999999997816,968906910,MH,0.4,29,0.69
TIME_EXIT,-0.01110000000000582,1740,0.043549999999995634,0.052450000000008004,961148508,HR05,0.4,29,0.38000000000000006
TIME_EXIT,0.023400000000001454,1740,0.08475000000000364,0.01125,961187853,HR05,0.4,29,0.52
TIME_EXIT,0.048350000000000365,1740,0.07465000000000145,0.019050000000006548,961203216,HR05,0.4,29,0.39
TIME_EXIT,-0.04975000000000364,1740,0.053499999999994545,0.06024999999999636,961247713,HR05,0.4,29,0.29000000000000004
TIME_EXIT,-0.17170000000000074,1740,0.06704999999999017,0.17654999999999746,961285727,HR05,0.4,29,0.47000000000000003
TIME_EXIT,0.17720000000000255,1740,0.25224999999999453,0.03474999999999454,961323611,HR05,0.4,29,0.31000000000000005
TIME_EXIT,-0.1581999999999971,1740,0.01280000000000655,0.20094999999999347,961372525,HR05,0.4,29,0.51
TIME_EXIT,0.04225000000000364,1740,0.09505000000000109,0.02869999999999891,961621807,HR05,0.4,29,0.62
TIME_EXIT,0.011149999999997818,1740,0.04800000000000182,0.07574999999999818,961639028,HR05,0.4,29,0.7899999999999999
TIME_EXIT,-0.02709999999999127,1740,0.049000000000005456,0.047799999999997456,961690619,HR05,0.4,29,-1.57
TIME_EXIT,0.16985000000000583,1740,0.17485000000000583,0.024700000000002546,961727641,HR05,0.4,29,0.82
TIME_EXIT,-0.17835000000000037,1740,0.029350000000004,0.17954999999999927,961756438,HR05,0.4,29,0.4600000000000001
TIME_EXIT,-0.07684999999999491,1740,0.025900000000001457,0.07829999999999927,961941537,HR05,0.4,29,0.53
TIME_EXIT,0.022950000000000727,1740,0.0743499999999949,0.04515000000000328,967466279,HR05,0.4,29,1.2399999999999998
TIME_EXIT,-0.20180000000000292,1740,0.025399999999999638,0.24579999999999927,967529085,HR05,0.4,29,0.8499999999999999
TIME_EXIT,-0.1538000000000011,1740,0.017349999999996726,0.21220000000000255,967727908,HR05,0.4,29,0.38000000000000006
TIME_EXIT,0.03985000000000582,1740,0.15659999999999855,0.010200000000004365,967877069,HR05,0.4,29,1.4499999999999997
TIME_EXIT,0.027049999999999273,1740,0.13779999999999745,0.015050000000001092,967905556,HR05,0.4,29,1.3199999999999998
TIME_EXIT,0.061800000000002915,1740,0.06480000000000473,0.03234999999999673,967972097,HR05,0.4,29,0.9799999999999999
TIME_EXIT,-0.10649999999999636,1740,0.055950000000002546,0.10784999999998945,967994495,HR05,0.4,29,1.0699999999999998
TIME_EXIT,-0.11770000000000437,1740,0.035050000000001094,0.13979999999999565,968011656,HR05,0.4,29,0.6
TIME_EXIT,0.12074999999999818,1740,0.1599499999999989,0.021450000000004365,968054581,HR05,0.4,29,1.18
TIME_EXIT,-0.12859999999999672,1740,0.01944999999999709,0.14744999999999892,968069404,HR05,0.4,29,0.4600000000000001
TIME_EXIT,-0.20554999999999382,1740,0.029149999999999638,0.2349499999999989,968257123,HR05,0.4,29,0.8799999999999999
TIME_EXIT,-0.021799999999993817,1740,0.054750000000003636,0.04125,961154896,HR10,0.4,29,-0.7
TIME_EXIT,-0.0025,1740,0.07835000000000036,0.017650000000003274,961158700,HR10,0.4,29,1.6599999999999997
TIME_EXIT,-0.006750000000001819,1740,0.07655000000000654,0.007349999999996726,961190681,HR10,0.4,29,0.68
TIME_EXIT,0.060349999999998544,1740,0.07455000000000837,0.019149999999999636,961204402,HR10,0.4,29,0.38000000000000006
TIME_EXIT,-0.021549999999997453,1740,0.06420000000000073,0.04954999999999018,961250503,HR10,0.4,29,0.22000000000000003
TIME_EXIT,-0.1661999999999989,1740,0.06704999999999017,0.17654999999999746,961289092,HR10,0.4,29,0.47000000000000003
TIME_EXIT,0.2061999999999989,1740,0.26284999999999853,0.02414999999999054,961328663,HR10,0.4,29,0.4600000000000001
TIME_EXIT,-0.17059999999999492,1740,0.010950000000002546,0.20024999999999638,961377495,HR10,0.4,29,0.53
TIME_EXIT,0.00555000000000291,1740,0.07780000000000654,0.018999999999996364,961697298,HR10,0.4,29,0.65
TIME_EXIT,0.1749499999999989,1740,0.19875000000000909,0.0007999999999992724,961732513,HR10,0.4,29,0.8699999999999999
TIME_EXIT,-0.17835000000000037,1740,0.029350000000004,0.17954999999999927,961756437,HR10,0.4,29,0.4600000000000001
TIME_EXIT,-0.13974999999999455,1740,0.03539999999999964,0.14960000000000037,961961769,HR10,0.4,29,0.77
TIME_EXIT,0.11005000000000109,1740,0.115,0.041949999999997094,967474460,HR10,0.4,29,0.23000000000000004
